8233,1991-05-19,"",6,3,1,1,1F,,,0,1
8234,1991-05-19,"",16,3,0,2,1F,,,0,1
8235,1991-05-19,"",19,1,0,13,1F,,,0,1
8236,1991-05-19,"",14,1,2,36,1F,,,0,1
8237,1991-05-19,"",5,2,0,4,1F,,,0,1
8238,1991-05-19,"",18,1,2,7,1F,,,0,1
8239,1991-05-19,"",12,1,1,3,1F,,,0,1
8240,1991-05-19,"",11,1,0,20,1F,,,0,1
8241,1991-05-25,"",3,1,1,10,SF,,,0,1
8242,1991-05-26,"",7,0,1,36,SF,,,0,1
8243,1991-06-01,"",10,0,0,3,SF,,,0,1
8244,1991-06-01,"",36,1,1,7,SF,,,0,1
8245,1991-06-04,20:00,10,1,0,36,F,,,0,1
8246,1991-06-09,"",36,0,0,10,F,,,0,1
8247,1992-01-26,"",23,2,1,16,1F,,,0,1
8248,1992-01-26,"",20,0,0,15,1F,,,0,1
8249,1992-01-26,"",11,1,4,12,1F,,,0,1
8250,1992-01-26,"",5,2,0,21,1F,,,0,1
8251,1992-01-26,"",6,3,1,14,1F,,,0,1
8252,1992-01-27,"",9,0,1,36,1F,,,0,1
8253,1992-01-27,"",19,2,2,7,1F,,,0,1
8254,1992-01-29,"",2,1,1,10,1F,,,0,1
8255,1992-01-29,"",13,1,1,8,1F,,,0,1
8256,1992-01-29,"",4,1,1,3,1F,,,0,1
8257,1992-02-01,"",3,0,2,6,1F,,,0,1
8258,1992-02-01,"",9,4,1,4,1F,,,0,1
8259,1992-02-02,"",7,1,0,23,1F,,,0,1
8260,1992-02-02,"",11,1,1,2,1F,,,0,1
8261,1992-02-02,"",36,0,0,10,1F,,,0,1
8262,1992-02-02,"",15,0,0,5,1F,,,0,1
8263,1992-02-02,"",12,1,1,16,1F,,,0,1
8264,1992-02-02,"",21,1,3,8,1F,,,0,1
8265,1992-02-02,"",13,2,1,19,1F,,,0,1
8266,1992-02-02,"",14,0,0,20,1F,,,0,1
8267,1992-02-08,"",4,3,0,7,1F,,,0,1
8268,1992-02-08,"",16,1,0,2,1F,,,0,1
8269,1992-02-09,"",36,0,0,15,1F,,,0,1
8270,1992-02-09,"",20,2,0,21,1F,,,0,1
8271,1992-02-09,"",23,1,0,5,1F,,,0,1
8272,1992-02-09,"",10,2,1,13,1F,,,0,1
8273,1992-02-09,"",8,2,2,6,1F,,,0,1
8274,1992-02-09,"",19,1,1,9,1F,,,0,1
8275,1992-02-10,"",3,0,1,11,1F,,,0,1
8276,1992-02-10,"",14,0,2,12,1F,,,0,1
8277,1992-02-15,"",10,2,0,3,1F,,,0,1
8278,1992-02-15,"",4,1,2,8,1F,,,0,1
8279,1992-02-15,"",14,0,2,19,1F,,,0,1
8280,1992-02-16,"",11,2,0,20,1F,,,0,1
8281,1992-02-16,"",13,1,1,16,1F,,,0,1
8282,1992-02-16,"",15,1,0,6,1F,,,0,1
8283,1992-02-16,"",5,3,0,36,1F,,,0,1
8284,1992-02-16,"",12,2,0,23,1F,,,0,1
8285,1992-02-17,"",2,1,0,21,1F,,,0,1
8286,1992-02-17,"",9,1,0,7,1F,,,0,1
8287,1992-02-19,"",11,2,3,19,1F,,,0,1
8288,1992-02-19,"",8,3,2,10,1F,,,0,1
8289,1992-02-19,"",6,3,1,13,1F,,,0,1
8290,1992-02-19,"",36,1,0,4,1F,,,0,1
8291,1992-02-19,"",16,0,0,3,1F,,,0,1
8292,1992-02-20,"",20,2,2,9,1F,,,0,1
8293,1992-02-20,"",21,1,3,15,1F,,,0,1
8294,1992-02-20,"",12,1,1,7,1F,,,0,1
8295,1992-02-20,"",2,2,1,23,1F,,,0,1
8296,1992-02-20,"",5,4,0,14,1F,,,0,1
8297,1992-02-22,"",6,2,4,11,1F,,,0,1
8298,1992-02-23,"",7,4,0,2,1F,,,0,1
8299,1992-02-23,"",16,1,2,9,1F,,,0,1
8300,1992-02-23,"",36,1,0,20,1F,,,0,1
8301,1992-02-23,"",3,0,4,12,1F,,,0,1
8302,1992-02-23,"",23,0,0,4,1F,,,0,1
8303,1992-02-23,"",13,2,3,14,1F,,,0,1
8304,1992-02-23,"",10,0,1,21,1F,,,0,1
8305,1992-02-24,"",8,1,2,5,1F,,,0,1
8306,1992-02-24,"",15,0,0,19,1F,,,0,1
8307,1992-03-07,"",2,2,0,8,1F,,,0,1
8308,1992-03-07,"",19,0,1,36,1F,,,0,1
8309,1992-03-07,"",11,0,0,15,1F,,,0,1
8310,1992-03-08,"",10,0,4,4,1F,,,0,1
8311,1992-03-08,"",20,5,1,23,1F,,,0,1
8312,1992-03-08,"",9,2,0,3,1F,,,0,1
8313,1992-03-08,"",14,2,0,16,1F,,,0,1
8314,1992-03-08,"",7,2,1,13,1F,,,0,1
8315,1992-03-09,"",5,1,1,6,1F,,,0,1
8316,1992-03-09,"",12,1,2,21,1F,,,0,1
8317,1992-03-11,"",3,1,1,8,1F,,,0,1
8318,1992-03-11,"",9,1,0,10,1F,,,0,1
8319,1992-03-11,"",36,1,1,14,1F,,,0,1
8320,1992-03-11,"",16,2,2,7,1F,,,0,1
8321,1992-03-11,"",23,3,2,19,1F,,,0,1
8322,1992-03-11,"",15,2,2,2,1F,,,0,1
8323,1992-03-11,"",21,1,0,4,1F,,,0,1
8324,1992-03-12,"",6,3,2,20,1F,,,0,1
8325,1992-03-12,"",11,0,0,5,1F,,,0,1
8326,1992-03-12,"",12,3,1,13,1F,,,0,1
8327,1992-03-14,"",8,0,1,36,1F,,,0,1
8328,1992-03-14,"",3,2,3,14,1F,,,0,1
8329,1992-03-15,"",15,3,0,23,1F,,,0,1
8330,1992-03-15,"",4,1,2,12,1F,,,0,1
8331,1992-03-15,"",16,4,2,20,1F,,,0,1
8332,1992-03-15,"",7,1,2,6,1F,,,0,1
8333,1992-03-16,"",2,2,0,19,1F,,,0,1
8334,1992-03-16,"",9,2,0,5,1F,,,0,1
8335,1992-03-18,"",13,0,0,21,1F,,,0,1
8336,1992-03-21,"",23,1,2,11,1F,,,0,1
8337,1992-03-21,"",20,0,0,8,1F,,,0,1
8338,1992-03-22,"",19,1,2,21,1F,,,0,1
8339,1992-03-22,"",12,1,0,15,1F,,,0,1
8340,1992-03-22,"",2,0,1,36,1F,,,0,1
8341,1992-03-22,"",5,2,0,16,1F,,,0,1
8342,1992-03-22,"",7,1,0,3,1F,,,0,1
8343,1992-03-23,"",9,1,1,13,1F,,,0,1
8344,1992-03-23,"",6,2,0,4,1F,,,0,1
8345,1992-03-23,"",10,5,0,14,1F,,,0,1
8346,1992-03-25,"",10,0,0,11,1F,,,0,1
8347,1992-03-28,"",19,1,3,6,1F,,,0,1
8348,1992-03-29,"",3,2,0,5,1F,,,0,1
8349,1992-03-29,"",4,1,2,11,1F,,,0,1
8350,1992-03-29,"",15,0,0,10,1F,,,0,1
8351,1992-03-29,"",21,0,0,16,1F,,,0,1
8352,1992-03-29,"",36,3,1,23,1F,,,0,1
8353,1992-03-29,"",13,3,0,20,1F,,,0,1
8354,1992-03-29,"",12,4,2,8,1F,,,0,1
8355,1992-03-30,"",14,1,0,7,1F,,,0,1
8356,1992-03-30,"",2,4,0,9,1F,,,0,1
8357,1992-04-04,"",23,0,2,6,1F,,,0,1
8358,1992-04-04,"",5,0,2,10,1F,,,0,1
8359,1992-04-05,"",16,5,2,15,1F,,,0,1
8360,1992-04-05,"",21,1,0,9,1F,,,0,1
8361,1992-04-05,"",20,0,4,3,1F,,,0,1
8362,1992-04-05,"",7,3,0,36,1F,,,0,1
8363,1992-04-05,"",8,2,0,14,1F,,,0,1
8364,1992-04-06,"",13,0,2,11,1F,,,0,1
8365,1992-04-06,"",4,1,1,2,1F,,,0,1
8366,1992-04-06,"",19,1,1,12,1F,,,0,1
8367,1992-04-11,"",10,1,0,7,1F,,,0,1
8368,1992-04-11,"",2,0,0,3,1F,,,0,1
8369,1992-04-12,"",23,3,0,21,1F,,,0,1
8370,1992-04-12,"",15,0,1,13,1F,,,0,1
8371,1992-04-12,"",5,0,0,20,1F,,,0,1
8372,1992-04-12,"",19,0,2,4,1F,,,0,1
8373,1992-04-12,"",6,1,2,12,1F,,,0,1
8374,1992-04-12,"",11,1,3,8,1F,,,0,1
8375,1992-04-13,"",9,1,1,14,1F,,,0,1
8376,1992-04-13,"",36,2,0,16,1F,,,0,1
8377,1992-04-18,"",10,0,1,19,1F,,,0,1
8378,1992-04-18,"",13,0,1,4,1F,,,0,1
8379,1992-04-18,"",21,1,0,11,1F,,,0,1
8380,1992-04-19,"",3,2,1,36,1F,,,0,1
8381,1992-04-19,"",6,6,0,16,1F,,,0,1
8382,1992-04-19,"",7,1,1,8,1F,,,0,1
8383,1992-04-19,"",23,0,1,9,1F,,,0,1
8384,1992-04-20,"",14,1,1,15,1F,,,0,1
8385,1992-04-20,"",20,0,2,2,1F,,,0,1
8386,1992-04-25,"",16,1,1,10,1F,,,0,1
8387,1992-04-25,"",36,0,0,12,1F,,,0,1
8388,1992-04-26,"",13,4,0,23,1F,,,0,1
8389,1992-04-26,"",3,1,0,19,1F,,,0,1
8390,1992-04-26,"",11,1,1,9,1F,,,0,1
8391,1992-04-26,"",4,1,0,5,1F,,,0,1
8392,1992-04-26,"",6,2,0,2,1F,,,0,1
8393,1992-04-26,"",8,1,2,15,1F,,,0,1
8394,1992-04-27,"",20,1,1,7,1F,,,0,1
8395,1992-04-27,"",14,1,1,21,1F,,,0,1
8396,1992-05-02,"",2,2,2,14,1F,,,0,1
8397,1992-05-02,"",9,0,2,6,1F,,,0,1
8398,1992-05-02,"",4,3,0,16,1F,,,0,1
8399,1992-05-03,"",7,0,0,21,1F,,,0,1
8400,1992-05-03,"",19,3,1,20,1F,,,0,1
8401,1992-05-03,"",15,0,0,3,1F,,,0,1
8402,1992-05-03,"",5,1,1,13,1F,,,0,1
8403,1992-05-03,"",10,1,0,12,1F,,,0,1
8404,1992-05-03,"",8,4,1,23,1F,,,0,1
8405,1992-05-04,"",36,1,1,11,1F,,,0,1
8406,1992-05-06,"",12,0,1,5,1F,,,0,1
8407,1992-05-09,"",19,1,1,8,1F,,,0,1
8408,1992-05-09,"",16,4,2,11,1F,,,0,1
8409,1992-05-09,"",2,1,2,5,1F,,,0,1
8410,1992-05-10,"",21,2,0,36,1F,,,0,1
8411,1992-05-10,"",7,1,1,15,1F,,,0,1
8412,1992-05-10,"",3,1,0,13,1F,,,0,1
8413,1992-05-10,"",14,3,2,23,1F,,,0,1
8414,1992-05-10,"",12,2,0,9,1F,,,0,1
8415,1992-05-10,"",10,3,0,6,1F,,,0,1
8416,1992-05-11,"",20,1,0,4,1F,,,0,1
8417,1992-05-23,"",11,1,0,7,1F,,,0,1
8418,1992-05-23,"",23,3,0,10,1F,,,0,1
8419,1992-05-24,"",5,1,1,19,1F,,,0,1
8420,1992-05-24,"",9,0,0,15,1F,,,0,1
8421,1992-05-24,"",21,0,1,3,1F,,,0,1
8422,1992-05-24,"",8,3,1,16,1F,,,0,1
8423,1992-05-24,"",6,0,2,36,1F,,,0,1
8424,1992-05-24,"",4,1,0,14,1F,,,0,1
8425,1992-05-25,"",20,1,1,12,1F,,,0,1
8426,1992-05-25,"",13,0,2,2,1F,,,0,1
8427,1992-05-26,"",7,1,1,5,1F,,,0,1
8428,1992-05-31,"",36,0,0,13,1F,,,0,1
8429,1992-05-31,"",8,2,0,9,1F,,,0,1
8430,1992-05-31,"",16,1,1,19,1F,,,0,1
8431,1992-05-31,"",15,0,2,4,1F,,,0,1
8432,1992-05-31,"",21,2,1,6,1F,,,0,1
8433,1992-05-31,"",12,0,0,2,1F,,,0,1
8434,1992-05-31,"",10,2,0,20,1F,,,0,1
8435,1992-05-31,"",14,0,1,11,1F,,,0,1
8436,1992-05-31,"",3,0,0,23,1F,,,0,1
8437,1992-06-06,"",6,2,1,5,B,,,0,1
8438,1992-06-07,"",36,2,1,11,B,,,0,1
8439,1992-06-07,"",12,3,3,2,A,,,0,1
8440,1992-06-13,"",11,0,1,6,B,,,0,1
8441,1992-06-13,"",5,1,0,36,B,,,0,1
8442,1992-06-14,"",8,1,0,10,A,,,0,1
8443,1992-06-20,"",5,1,3,11,B,,,0,1
8444,1992-06-20,"",2,1,0,8,A,,,0,1
8445,1992-06-21,"",10,2,2,12,A,,,0,1
8446,1992-06-21,"",36,1,1,6,B,,,0,1
8447,1992-06-27,"",6,0,1,36,B,,,0,1
8448,1992-06-27,"",2,1,1,10,A,,,0,1
8449,1992-06-28,"",11,3,1,5,B,,,0,1
8450,1992-06-28,"",8,1,1,12,A,,,0,1
8451,1992-07-01,"",10,1,0,2,A,,,0,1
8452,1992-07-01,"",12,0,2,8,A,,,0,1
8453,1992-07-04,"",5,1,2,6,B,,,0,1
8454,1992-07-04,"",10,2,0,8,A,,,0,1
8455,1992-07-05,"",11,1,1,36,B,,,0,1
8456,1992-07-05,"",2,1,1,12,A,,,0,1
8457,1992-07-08,"",8,3,1,2,A,,,0,1
8458,1992-07-08,"",12,3,0,10,A,,,0,1
8459,1992-07-09,"",36,1,0,5,B,,,0,1
8460,1992-07-09,"",6,1,0,11,B,,,0,1
8461,1992-07-12,"",8,3,0,6,F,,,0,1
8462,1992-07-19,"",6,2,2,8,F,,,0,1
8463,1993-09-04,"",20,2,1,26,C,,,0,1
8464,1993-09-04,"",1,3,2,7,B,,,0,1
8465,1993-09-04,"",16,0,3,18,C,,,0,1
8466,1993-09-04,"",19,5,2,38,D,,,0,1
8467,1993-09-04,"",37,0,1,17,D,,,0,1
8468,1993-09-04,"",33,1,3,28,D,,,0,1
8469,1993-09-04,"",21,1,1,4,B,,,0,1
8470,1993-09-04,"",14,0,3,80,D,,,0,1
8471,1993-09-05,"",12,1,0,3,B,,,0,1
8472,1993-09-06,"",36,0,0,6,A,,,0,1
8473,1993-09-06,"",10,3,2,9,A,,,0,1
8474,1993-09-07,"",22,3,1,24,C,,,0,1
8475,1993-09-07,"",32,2,1,23,C,,,0,1
8476,1993-09-07,"",5,0,2,11,A,,,0,1
8477,1993-09-07,"",15,0,2,2,B,,,0,1
8478,1993-09-07,"",13,1,1,8,A,,,0,1
8479,1993-09-11,"",18,0,0,24,C,,,0,1
8480,1993-09-11,"",26,0,1,23,C,,,0,1
8481,1993-09-11,"",3,1,1,2,B,,,0,1
8482,1993-09-11,"",9,1,0,6,A,,,0,1
8483,1993-09-11,"",80,2,1,19,D,,,0,1
8484,1993-09-12,"",13,1,3,5,A,,,0,1
8485,1993-09-12,"",8,1,1,36,A,,,0,1
8486,1993-09-12,"",10,1,1,11,A,,,0,1
8487,1993-09-12,"",32,2,1,20,C,,,0,1
8488,1993-09-12,"",33,6,1,37,D,,,0,1
8489,1993-09-12,"",28,0,0,14,D,,,0,1
8490,1993-09-12,"",4,3,0,15,B,,,0,1
8491,1993-09-12,"",38,1,0,17,D,,,0,1
8492,1993-09-12,"",22,3,1,16,C,,,0,1
8493,1993-09-13,"",21,2,2,1,B,,,0,1
8494,1993-09-15,"",38,2,1,37,D,,,0,1
8495,1993-09-15,"",16,1,2,32,C,,,0,1
8496,1993-09-15,"",23,1,1,20,C,,,0,1
8497,1993-09-15,"",24,1,2,26,C,,,0,1
8498,1993-09-15,"",13,1,0,6,A,,,0,1
8499,1993-09-15,"",19,1,2,28,D,,,0,1
8500,1993-09-15,"",22,0,3,18,C,,,0,1
8501,1993-09-15,"",17,1,1,80,D,,,0,1
8502,1993-09-16,"",14,0,0,33,D,,,0,1
8503,1993-09-18,"",3,0,1,15,B,,,0,1
8504,1993-09-18,"",18,2,1,32,C,,,0,1
8505,1993-09-18,"",28,0,0,17,D,,,0,1
8506,1993-09-18,"",33,1,0,19,D,,,0,1
8507,1993-09-18,"",37,1,1,14,D,,,0,1
8508,1993-09-18,"",80,5,1,38,D,,,0,1
8509,1993-09-18,"",23,1,1,16,C,,,0,1
8510,1993-09-18,"",24,1,1,20,C,,,0,1
8511,1993-09-18,"",22,0,1,26,C,,,0,1
8512,1993-09-18,"",2,0,2,7,B,,,0,1
8513,1993-09-18,"",1,1,1,4,B,,,0,1
8514,1993-09-18,"",5,1,2,8,A,,,0,1
8515,1993-09-18,"",10,2,0,13,A,,,0,1
8516,1993-09-20,"",12,0,0,21,B,,,0,1
8517,1993-09-20,"",9,1,1,36,A,,,0,1
8518,1993-09-20,"",6,0,1,11,A,,,0,1
8519,1993-09-22,"",8,2,0,10,A,,,0,1
8520,1993-09-22,"",37,1,0,80,D,,,0,1
8521,1993-09-22,"",23,2,0,18,C,,,0,1
8522,1993-09-22,"",21,2,1,2,B,,,0,1
8523,1993-09-22,"",24,1,1,16,C,,,0,1
8524,1993-09-22,"",15,1,0,1,B,,,0,1
8525,1993-09-22,"",38,3,1,28,D,,,0,1
8526,1993-09-22,"",17,0,0,33,D,,,0,1
8527,1993-09-22,"",26,5,1,32,C,,,0,1
8528,1993-09-22,"",22,1,0,20,C,,,0,1
8529,1993-09-22,"",7,2,0,3,B,,,0,1
8530,1993-09-22,"",19,2,0,14,D,,,0,1
8531,1993-09-25,"",36,0,0,11,A,,,0,1
8532,1993-09-25,"",15,1,1,7,B,,,0,1
8533,1993-09-26,"",6,0,1,8,A,,,0,1
8534,1993-09-26,"",2,3,1,4,B,,,0,1
8535,1993-09-26,"",3,1,0,21,B,,,0,1
8536,1993-09-26,"",20,0,2,18,C,,,0,1
8537,1993-09-26,"",12,2,4,1,B,,,0,1
8538,1993-09-26,"",9,1,0,13,A,,,0,1
8539,1993-09-26,"",10,0,0,5,A,,,0,1
8540,1993-09-26,"",32,2,0,22,C,,,0,1
8541,1993-09-26,"",33,2,0,38,D,,,0,1
8542,1993-09-26,"",16,1,0,26,C,,,0,1
8543,1993-09-26,"",24,0,2,23,C,,,0,1
8544,1993-09-26,"",28,1,3,80,D,,,0,1
8545,1993-09-26,"",14,1,3,17,D,,,0,1
8546,1993-09-26,"",19,3,1,37,D,,,0,1
8547,1993-09-29,"",13,1,3,11,A,,,0,1
8548,1993-09-29,"",21,3,1,7,B,,,0,1
8549,1993-09-29,"",32,6,0,24,C,,,0,1
8550,1993-09-29,"",22,2,0,23,C,,,0,1
8551,1993-09-29,"",37,1,4,28,D,,,0,1
8552,1993-09-29,"",38,3,0,14,D,,,0,1
8553,1993-09-29,"",17,2,2,19,D,,,0,1
8554,1993-09-29,"",8,3,0,9,A,,,0,1
8555,1993-09-29,"",20,0,0,16,C,,,0,1
8556,1993-09-29,"",1,0,1,2,B,,,0,1
8557,1993-09-29,"",12,0,1,15,B,,,0,1
8558,1993-09-29,"",80,0,0,33,D,,,0,1
8559,1993-09-30,"",18,2,1,26,C,,,0,1
8560,1993-09-30,"",4,1,0,3,B,,,0,1
8561,1993-10-02,"",2,1,1,12,B,,,0,1
8562,1993-10-03,"",6,0,4,10,A,,,0,1
8563,1993-10-03,"",9,3,0,5,A,,,0,1
8564,1993-10-03,"",13,1,0,36,A,,,0,1
8565,1993-10-03,"",3,0,0,1,B,,,0,1
8566,1993-10-03,"",7,2,4,4,B,,,0,1
8567,1993-10-03,"",11,1,0,8,A,,,0,1
8568,1993-10-04,"",15,0,0,21,B,,,0,1
8569,1993-10-06,"",36,1,0,5,A,,,0,1
8570,1993-10-06,"",17,0,0,37,D,,,0,1
8571,1993-10-06,"",80,0,1,14,D,,,0,1
8572,1993-10-06,"",23,1,1,32,C,,,0,1
8573,1993-10-06,"",7,1,3,12,B,,,0,1
8574,1993-10-06,"",38,1,2,19,D,,,0,1
8575,1993-10-06,"",24,0,1,22,C,,,0,1
8576,1993-10-06,"",26,1,2,20,C,,,0,1
8577,1993-10-06,"",28,2,2,33,D,,,0,1
8578,1993-10-07,"",18,3,1,16,C,,,0,1
8579,1993-10-09,"",7,0,1,1,B,,,0,1
8580,1993-10-09,"",2,3,0,15,B,,,0,1
8581,1993-10-09,"",5,3,0,6,A,,,0,1
8582,1993-10-09,"",8,1,1,13,A,,,0,1
8583,1993-10-09,"",19,2,1,80,D,,,0,1
8584,1993-10-09,"",4,2,0,12,B,,,0,1
8585,1993-10-09,16:00,11,2,0,9,A,,,0,1
8586,1993-10-10,"",37,0,0,33,D,,,0,1
8587,1993-10-10,"",16,2,2,22,C,,,0,1
8588,1993-10-10,"",10,3,3,36,A,,,0,1
8589,1993-10-10,"",17,1,1,38,D,,,0,1
8590,1993-10-10,"",24,3,1,18,C,,,0,1
8591,1993-10-10,"",4,3,1,21,B,,,0,1
8592,1993-10-10,"",20,1,0,32,C,,,0,1
8593,1993-10-10,"",14,5,1,28,D,,,0,1
8594,1993-10-11,"",23,2,1,26,C,,,0,1
8595,1993-10-12,"",11,5,1,13,A,,,0,1
8596,1993-10-12,"",3,1,3,12,B,,,0,1
8597,1993-10-13,"",16,3,0,20,C,,,0,1
8598,1993-10-13,"",36,3,3,9,A,,,0,1
8599,1993-10-13,"",24,2,1,32,C,,,0,1
8600,1993-10-13,"",80,3,1,17,D,,,0,1
8601,1993-10-13,"",37,1,2,38,D,,,0,1
8602,1993-10-13,"",33,0,4,14,D,,,0,1
8603,1993-10-13,"",28,4,1,19,D,,,0,1
8604,1993-10-14,"",23,1,0,22,C,,,0,1
8605,1993-10-14,"",26,0,0,18,C,,,0,1
8606,1993-10-16,"",19,1,0,33,D,,,0,1
8607,1993-10-16,"",14,2,2,37,D,,,0,1
8608,1993-10-16,"",15,1,2,4,B,,,0,1
8609,1993-10-16,"",36,5,1,8,A,,,0,1
8610,1993-10-16,"",11,1,0,10,A,,,0,1
8611,1993-10-17,"",6,0,1,5,A,,,0,1
8612,1993-10-17,"",13,0,1,9,A,,,0,1
8613,1993-10-17,"",1,0,1,21,B,,,0,1
8614,1993-10-17,"",12,2,0,7,B,,,0,1
8615,1993-10-17,"",38,1,1,80,D,,,0,1
8616,1993-10-17,"",32,2,0,18,C,,,0,1
8617,1993-10-17,"",16,0,0,23,C,,,0,1
8618,1993-10-17,"",26,3,0,22,C,,,0,1
8619,1993-10-17,"",20,3,1,24,C,,,0,1
8620,1993-10-17,"",17,1,0,28,D,,,0,1
8621,1993-10-18,"",2,1,0,3,B,,,0,1
8622,1993-10-20,"",28,0,0,38,D,,,0,1
8623,1993-10-20,"",33,3,0,17,D,,,0,1
8624,1993-10-20,"",14,0,0,19,D,,,0,1
8625,1993-10-20,"",26,1,1,24,C,,,0,1
8626,1993-10-20,"",18,2,1,22,C,,,0,1
8627,1993-10-20,"",20,0,0,23,C,,,0,1
8628,1993-10-20,"",80,2,0,37,D,,,0,1
8629,1993-10-20,"",21,2,0,12,B,,,0,1
8630,1993-10-21,"",32,4,0,16,C,,,0,1
8631,1993-10-23,"",12,0,1,4,B,,,0,1
8632,1993-10-23,"",3,1,2,7,B,,,0,1
8633,1993-10-23,16:00,36,0,0,10,A,,,0,1
8634,1993-10-24,"",37,0,0,19,D,,,0,1
8635,1993-10-24,"",38,0,1,33,D,,,0,1
8636,1993-10-24,"",1,2,1,15,B,,,0,1
8637,1993-10-24,"",80,0,0,28,D,,,0,1
8638,1993-10-24,"",26,3,1,16,C,,,0,1
8639,1993-10-24,"",23,1,0,24,C,,,0,1
8640,1993-10-24,"",22,2,1,32,C,,,0,1
8641,1993-10-24,"",2,3,3,21,B,,,0,1
8642,1993-10-24,"",18,4,1,20,C,,,0,1
8643,1993-10-24,"",17,0,0,14,D,,,0,1
8644,1993-10-24,"",8,2,1,5,A,,,0,1
8645,1993-10-25,"",9,1,1,11,A,,,0,1
8646,1993-10-27,"",19,3,0,17,D,,,0,1
8647,1993-10-27,"",14,0,1,38,D,,,0,1
8648,1993-10-27,"",33,1,0,80,D,,,0,1
8649,1993-10-27,"",28,0,0,37,D,,,0,1
8650,1993-10-27,"",20,2,1,22,C,,,0,1
8651,1993-10-27,"",18,5,2,23,C,,,0,1
8652,1993-10-27,"",16,0,0,24,C,,,0,1
8653,1993-10-27,"",32,3,1,26,C,,,0,1
8654,1993-10-28,"",15,2,1,3,B,,,0,1
8655,1993-10-28,"",6,1,1,36,A,,,0,1
8656,1993-10-30,"",4,3,1,1,B,,,0,1
8657,1993-10-30,"",9,2,0,8,A,,,0,1
8658,1993-10-30,"",13,1,1,10,A,,,0,1
8659,1993-10-31,"",7,3,4,2,B,,,0,1
8660,1993-10-31,"",11,5,1,6,A,,,0,1
8661,1993-10-31,"",5,1,0,36,A,,,0,1
8662,1993-11-02,"",21,2,0,3,B,,,0,1
8663,1993-11-02,"",15,2,5,12,B,,,0,1
8664,1993-11-03,"",6,2,0,9,A,,,0,1
8665,1993-11-05,"",5,1,1,10,A,,,0,1
8666,1993-11-05,"",6,3,0,13,A,,,0,1
8667,1993-11-06,"",3,2,3,4,B,,,0,1
8668,1993-11-07,"",33,1,1,18,POff,,,0,1
8669,1993-11-07,"",2,2,0,1,B,,,0,1
8670,1993-11-07,"",10,2,0,8,A,,,0,1
8671,1993-11-07,"",5,6,0,13,A,,,0,1
8672,1993-11-07,"",32,5,2,19,POff,,,0,1
8673,1993-11-07,"",11,2,1,36,A,,,0,1
8674,1993-11-08,"",7,1,2,21,B,,,0,1
8675,1993-11-10,"",11,2,1,5,A,,,0,1
8676,1993-11-10,"",4,0,1,2,B,,,0,1
8677,1993-11-11,"",1,4,1,12,B,,,0,1
8678,1993-11-11,"",7,0,0,15,B,,,0,1
8679,1993-11-12,"",8,2,0,6,A,,,0,1
8680,1993-11-12,21:30,9,1,1,10,A,,,0,1
8681,1993-11-13,"",21,2,0,15,B,,,0,1
8682,1993-11-14,"",5,4,1,9,A,,,0,1
8683,1993-11-14,"",19,2,0,32,POff,,,0,1
8684,1993-11-14,"",36,2,2,13,A,,,0,1
8685,1993-11-14,"",4,2,1,7,B,,,0,1
8686,1993-11-14,"",1,2,0,3,B,,,0,1
8687,1993-11-14,"",8,1,1,11,A,,,0,1
8688,1993-11-14,"",10,1,0,6,A,,,0,1
8689,1993-11-14,"",12,1,1,2,B,,,0,1
8690,1993-11-14,"",18,0,0,33,POff,,,0,1
8691,1993-11-19,"",21,0,1,10,B,,,0,1
8692,1993-11-20,"",18,1,0,8,A,,,0,1
8693,1993-11-20,"",11,3,2,2,A,,,0,1
8694,1993-11-21,"",4,1,1,10,B,,,0,1
8695,1993-11-22,"",32,1,1,21,B,,,0,1
8696,1993-11-24,"",18,2,1,11,A,,,0,1
8697,1993-11-25,"",21,1,2,4,B,,,0,1
8698,1993-11-26,"",8,1,1,2,A,,,0,1
8699,1993-11-26,"",10,2,0,32,B,,,0,1
8700,1993-11-28,"",32,1,2,4,B,,,0,1
8701,1993-11-28,"",10,3,2,21,B,,,0,1
8702,1993-11-28,"",8,1,1,11,A,,,0,1
8703,1993-11-28,"",2,3,3,18,A,,,0,1
8704,1993-12-01,"",4,3,0,21,B,,,0,1
8705,1993-12-01,"",18,2,2,2,A,,,0,1
8706,1993-12-01,"",11,2,2,8,A,,,0,1
8707,1993-12-01,21:30,32,0,1,10,B,,,0,1
8708,1993-12-04,"",2,2,1,8,A,,,0,1
8709,1993-12-04,"",10,0,2,4,B,,,0,1
8710,1993-12-05,"",11,2,2,18,A,,,0,1
8711,1993-12-05,"",21,8,2,32,B,,,0,1
8712,1993-12-08,"",8,1,1,18,A,,,0,1
8713,1993-12-08,"",4,0,0,32,B,,,0,1
8714,1993-12-08,"",2,1,2,11,A,,,0,1
8715,1993-12-12,15:00,18,0,1,4,F,,,0,1
8716,1993-12-19,15:00,4,2,0,18,F,,,0,1
8717,1994-08-13,"",38,1,1,11,A,,,0,1
8718,1994-08-13,"",15,1,1,8,A,,,0,1
8719,1994-08-14,"",21,2,0,5,C,,,0,1
8720,1994-08-14,"",4,4,1,33,D,,,0,1
8721,1994-08-14,"",9,2,0,80,D,,,0,1
8722,1994-08-14,"",7,3,1,20,D,,,0,1
8723,1994-08-14,"",2,1,0,32,C,,,0,1
8724,1994-08-14,"",13,0,0,12,C,,,0,1
